time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_7_to_28cm (°C),soil_moisture_7_to_28cm (m³/m³)
1664024400,23.6,70,17.8,917.1,0,27,7.2,153,24.7,0.402
1664028000,22.5,75,18,917.2,0.1,40,7,159,24.7,0.402
1664031600,21.7,80,18,917.6,0,33,7.4,157,24.6,0.402
1664035200,21.3,82,18.1,918.1,0,38,7.8,158,24.5,0.402
1664038800,20.9,84,18.1,918.1,0,37,7.8,158,24.4,0.402
1664042400,20.6,86,18.1,917.8,0,9,7.9,164,24.3,0.402
1664046000,20.3,84,17.5,917.4,0,25,7.6,172,24.2,0.402
1664049600,19.6,88,17.6,916.7,0,32,8.3,178,24,0.402
1664053200,19.2,91,17.6,916,0,32,8.6,178,23.9,0.402
1664056800,18.7,94,17.7,915.6,0,25,8,172,23.7,0.402
1664060400,18.3,96,17.6,915.8,0,32,8,170,23.6,0.402
1664064000,18.2,96,17.6,916.3,0,42,8.2,165,23.4,0.402
1664067600,18,96,17.4,916.9,0,42,7.9,156,23.3,0.402
1664071200,19.3,90,17.6,918.1,0,43,9.5,151,23.2,0.402
1664074800,21.3,80,17.7,918.5,0,36,11.2,147,23.2,0.402
1664078400,23.2,72,17.9,918.5,0,18,11.4,145,23.2,0.401
1664082000,24.8,66,17.9,918.6,0,30,13,138,23.4,0.401
1664085600,25.9,60,17.6,918.1,0.1,44,14.3,133,23.6,0.4
1664089200,26.6,56,17.1,917.2,0,55,14.3,129,23.9,0.399
1664092800,26.9,54,16.7,916.5,0,65,13.6,127,24.1,0.398
1664096400,27.1,52,16.4,915.9,0,66,12.9,126,24.3,0.398
1664100000,26.9,52,16.2,915.1,0,56,12.1,117,24.5,0.397
1664103600,26.8,52,16.1,915.1,0,36,11.6,116,24.7,0.397
1664107200,25.8,57,16.6,915.7,0,10,8.2,113,24.8,0.397
1664110800,24.3,63,16.7,916.2,0,7,6.8,115,24.8,0.396
1664114400,23,68,16.9,916.4,0,20,6.6,119,24.8,0.397
1664118000,22.1,73,16.9,916.8,0,20,6.6,119,24.7,0.397
1664121600,21.4,76,16.9,917.5,0,16,6.6,119,24.6,0.397
1664125200,20.8,78,16.9,917.4,0,18,6.6,119,24.5,0.397
1664128800,20.4,80,16.9,917.7,0,30,6.9,118,24.3,0.397
1664132400,20.7,79,16.9,916.9,0,44,7.2,117,24.2,0.397
1664136000,21,77,16.9,916.2,0,46,7.6,115,24.1,0.397
1664139600,21.2,76,16.9,915.9,0,50,7.2,127,24,0.397
1664143200,21.1,77,16.9,915.8,0,100,8,126,23.9,0.397
1664146800,20.8,78,16.9,915.8,0,83,9.2,132,23.8,0.397
1664150400,20.6,80,17,916.9,0,56,10.5,131,23.7,0.397
1664154000,20.3,83,17.4,917.7,0,66,10.1,125,23.6,0.397
1664157600,20.7,85,18.1,918.6,0,100,13.1,122,23.5,0.397
1664161200,21.9,81,18.4,919.5,0,100,15,120,23.5,0.396
1664164800,23.3,76,18.8,919.7,0.1,100,12.6,121,23.5,0.396
1664168400,23.9,72,18.7,920,0.2,100,10.9,124,23.6,0.396
1664172000,24.2,71,18.5,919.4,0.1,100,11,131,23.8,0.396
1664175600,24.1,76,19.7,918.6,0.1,100,11.7,133,23.9,0.395
1664179200,24.8,75,20,917.5,0.1,87,12.7,135,24.1,0.395
1664182800,25,75,20.3,916.8,0.1,92,12.5,134,24.2,0.394
1664186400,25.3,74,20.2,916.1,0.1,38,14.6,142,24.4,0.394
1664190000,24.5,69,18.4,915.7,0.2,22,15.6,142,24.6,0.394
1664193600,23.6,74,18.8,915.9,0,23,12.4,144,24.6,0.394
1664197200,22.5,80,18.9,916.6,0,37,8.1,148,24.6,0.394
1664200800,21.7,84,18.9,917.5,0,40,6.8,148,24.6,0.394
1664204400,21.4,86,18.9,917.9,0,49,6.6,151,24.5,0.394
1664208000,20.9,88,18.9,918.5,0,53,7,145,24.4,0.394
1664211600,20.8,89,18.9,918.6,0,51,6.8,148,24.3,0.394
1664215200,20.7,90,19,918.5,0,58,7.1,156,24.2,0.394
1664218800,20.4,91,18.9,917.9,0,65,7.6,155,24.1,0.394
1664222400,20.4,91,18.8,917.3,0,69,8.5,152,24,0.394
1664226000,20.2,91,18.6,916.9,0,76,9.5,155,23.9,0.394
1664229600,19.8,92,18.5,916.6,0,51,9,151,23.8,0.394
1664233200,19.4,94,18.4,916.6,0,58,9.5,155,23.7,0.394
1664236800,19.2,95,18.4,917.3,0,92,9,157,23.5,0.394
1664240400,19.3,95,18.5,917.6,0,100,9.2,154,23.4,0.394
1664244000,19.8,92,18.4,918.3,0,66,12.9,150,23.3,0.394
1664247600,20.9,85,18.3,918.6,0,80,14.2,144,23.3,0.394
1664251200,22.7,76,18.3,918.7,0.1,92,14.3,141,23.3,0.394
1664254800,24.2,69,18.1,918.3,0.2,82,14.8,135,23.4,0.393
1664258400,25.3,64,18.1,918,0.1,77,14.8,133,23.6,0.393
1664262000,25.8,60,17.6,917.1,0.1,100,13,134,23.7,0.393
1664265600,26.2,59,17.7,916.4,0.1,100,12.5,139,23.9,0.392
1664269200,26.4,59,17.7,915.8,0.1,98,12.5,141,24.1,0.392
1664272800,26.3,59,17.7,915.4,0,77,10.9,134,24.3,0.392
1664276400,26,60,17.7,914.9,0,60,10.7,138,24.4,0.391
1664280000,25.1,65,18.1,915.3,0,58,7.4,141,24.5,0.391
1664283600,24.1,69,18.1,915.7,0,61,6.1,140,24.5,0.391
1664287200,23.3,73,18.2,916,0,44,6.1,140,24.5,0.391
1664290800,22.8,76,18.3,916.6,0,61,5.8,120,24.4,0.391
1664294400,22.4,77,18.2,917.2,0,51,5.2,115,24.4,0.391
1664298000,21.9,79,18,917.2,0,53,5.3,118,24.3,0.391
1664301600,21.6,78,17.7,916.9,0,70,6.2,126,24.2,0.391
1664305200,21.2,82,18,916.6,0,60,6.1,135,24.1,0.391
1664308800,21.2,81,17.9,916,0,35,6.2,144,24,0.391
1664312400,21,81,17.6,915.2,0,38,6.8,148,23.9,0.391
1664316000,20.5,82,17.3,915.1,0,39,7.2,153,23.8,0.391
1664319600,20,83,17.1,915.1,0,29,7,145,23.7,0.391
1664323200,19.4,86,17,915.4,0,31,6.6,158,23.6,0.391
1664326800,19.1,89,17.2,916.2,0,36,7.8,167,23.4,0.391
1664330400,20.2,86,17.8,916.8,0,50,9.8,156,23.4,0.391
1664334000,21.6,81,18.2,917.3,0,75,13.7,145,23.3,0.391
1664337600,23.4,73,18.4,917.3,0,74,13.5,134,23.4,0.391
1664341200,24.9,66,18.2,917.8,0,100,12.5,134,23.6,0.39
1664344800,25.8,62,17.8,917.6,0.1,100,11.7,137,23.8,0.39
1664348400,25.8,64,18.4,916.3,0.1,81,11.5,148,24,0.389
1664352000,26.5,61,18.3,915.4,0,75,12.1,157,24.2,0.389
1664355600,26.6,60,18.1,914.7,0,70,12.3,159,24.5,0.388
1664359200,26.6,59,17.9,914.2,0,60,12.8,164,24.6,0.388
1664362800,25.4,62,17.7,914.1,0.1,63,12,159,24.8,0.387
1664366400,24.7,65,17.8,914.7,0,62,8.6,165,24.8,0.387
1664370000,23.9,69,17.8,914.7,0,64,6.2,173,24.9,0.387
1664373600,23.1,73,18,915.3,0,60,4.8,167,24.8,0.387
1664377200,22.5,76,18.1,915.6,0,50,4.8,167,24.8,0.387
1664380800,22.3,77,18,916,0,38,6.1,177,24.7,0.387
1664384400,22,77,17.9,916.4,0,41,5.9,169,24.6,0.387
1664388000,21.6,79,17.8,916.3,0,48,6.1,180,24.5,0.387
1664391600,20.9,82,17.7,915.9,0,37,8,185,24.4,0.387
1664395200,20.4,84,17.6,915.4,0,38,8.3,182,24.3,0.387
1664398800,19.9,87,17.6,914.9,0,35,8.3,175,24.1,0.387
1664402400,19.4,89,17.6,914.2,0,46,9,182,24,0.387
1664406000,19.2,90,17.6,915,0,36,10.1,180,23.9,0.387
1664409600,18.8,92,17.5,915.4,0,56,10.3,168,23.7,0.387
1664413200,18.5,92,17.3,915.9,0,53,11.6,164,23.6,0.388
1664416800,19.2,87,16.9,916.7,0,60,11.7,162,23.5,0.387
1664420400,20.5,77,16.4,917.2,0,53,13.4,156,23.4,0.387
1664424000,22.1,70,16.4,917.2,0,51,13.2,145,23.5,0.387
1664427600,23.4,66,16.6,917,0,38,13.8,137,23.6,0.387
1664431200,24.9,62,17.1,916.9,0,64,15,134,23.7,0.386
1664434800,25.9,60,17.6,915.9,0,100,15.5,132,23.9,0.385
1664438400,26.2,58,17.4,915.2,0,100,14.5,138,24.1,0.385
1664442000,26.4,57,17.2,914.6,0,100,13.3,142,24.2,0.384
1664445600,25.9,60,17.6,914.6,0,99,14.1,148,24.4,0.384
1664449200,25,66,18.1,913.9,0,74,12.2,152,24.5,0.384
1664452800,24.3,69,18.4,914.3,0,58,9,157,24.5,0.384
1664456400,23.5,72,18.3,914.3,0,52,6.6,158,24.5,0.384
1664460000,22.9,75,18.2,915.5,0,49,6.5,146,24.5,0.384
1664463600,22.4,77,18.1,916,0,60,6,163,24.4,0.384
1664467200,22.1,77,17.9,916.9,0,59,7.2,180,24.4,0.384
1664470800,21.9,77,17.8,917,0,59,9,182,24.3,0.384
1664474400,21.5,79,17.8,917,0.1,76,10.9,186,24.2,0.384
1664478000,21.2,80,17.7,916.5,0,73,11.5,178,24.1,0.384
1664481600,20.8,84,17.9,916.1,0,85,12.3,175,24,0.384
1664485200,20.4,87,18.1,915.5,0,85,12.7,172,23.9,0.384
1664488800,20.1,89,18.2,915.6,0,80,12.4,163,23.8,0.384
1664492400,19.8,90,18.2,915.4,0.1,88,13.3,161,23.7,0.384
1664496000,19.5,91,18.1,916,0.2,80,13.4,153,23.6,0.384
1664499600,19.4,92,18.1,915.9,0.5,85,13.5,151,23.5,0.384
1664503200,19.8,92,18.4,916.5,0.2,93,13.9,155,23.4,0.384
1664506800,20.4,89,18.6,917,0.5,100,15,156,23.3,0.384
1664510400,21.9,80,18.3,917.8,0,100,16.4,151,23.3,0.384
1664514000,23.1,75,18.4,917.7,0.1,100,17.9,150,23.3,0.384
1664517600,24.3,72,18.8,917.9,0,100,16,149,23.4,0.384
1664521200,24.9,69,18.9,916.7,0,87,15.1,152,23.5,0.383
1664524800,26.1,65,18.9,915.6,0,100,14.7,158,23.7,0.383
1664528400,23.8,75,19.1,915,1,100,14.3,162,23.9,0.382
1664532000,22.8,81,19.4,914.9,1.2,100,11.5,166,24,0.382
1664535600,22,87,19.7,914.9,1,100,11,157,24.1,0.383
1664539200,20.9,92,19.6,915.5,1,100,10.2,162,24.1,0.383
1664542800,20.6,93,19.4,916.2,0.7,91,9.9,170,24,0.383
1664546400,20.4,93,19.2,916.1,0.6,90,12.1,157,23.9,0.383
1664550000,20,94,18.9,916.8,0.5,95,13.4,156,23.9,0.383
1664553600,19.8,94,18.8,917.2,0.5,94,13.1,164,23.8,0.384
1664557200,19.7,95,18.8,917.3,0.4,99,12.4,172,23.7,0.384
1664560800,19.6,95,18.9,917.2,0.4,100,12.6,180,23.5,0.384
1664564400,19.4,96,18.8,916.5,1,100,14.4,183,23.4,0.385
1664568000,19.3,96,18.7,916.1,1.3,100,15.2,184,23.3,0.386
1664571600,19.2,96,18.6,915.8,1.3,100,14.8,184,23.2,0.387
1664575200,19.1,97,18.6,915.2,1.2,100,11.2,184,23.1,0.388
1664578800,19.1,97,18.6,915.1,1,100,12.4,188,23,0.391
1664582400,19,98,18.6,915.8,0.8,100,12.2,194,22.9,0.394
1664586000,19,98,18.8,916.4,0.6,100,13,194,22.9,0.398
1664589600,19.3,97,18.9,917.3,0.5,100,14,192,22.8,0.401
1664593200,19.9,97,19.3,918.1,0.3,100,13.9,190,22.7,0.403
1664596800,20.4,96,19.8,918.5,0.2,100,12,187,22.7,0.405
1664600400,21.4,93,20.2,918.8,0.3,100,12.3,187,22.7,0.407
1664604000,23.5,79,19.6,918.4,0.3,88,14.6,189,22.7,0.408
1664607600,24.2,76,19.6,916.7,0.3,100,15.5,181,22.8,0.409
1664611200,22.4,83,19.4,915.7,1.6,100,16.7,161,23,0.41
1664614800,21.3,89,19.4,915.8,3,100,14.9,143,23,0.413
1664618400,21.2,93,19.9,915,1.6,100,11.4,145,23.1,0.452
1664622000,20.9,94,19.9,915.1,1.3,94,11.7,135,23.1,0.452
1664625600,20.5,94,19.5,915.9,1.8,100,12.4,150,23,0.452
1664629200,20,95,19.1,916.6,1.4,100,12,159,23,0.453
1664632800,19.8,95,18.9,917,0.3,87,12.3,165,22.9,0.453
1664636400,19.8,94,18.8,917.1,0.1,77,14.1,167,22.8,0.453
1664640000,19.9,94,18.9,917.6,0.1,84,15.6,165,22.8,0.454
1664643600,19.8,94,18.8,917.7,0.1,81,15.4,164,22.7,0.454
1664647200,19.7,95,18.8,917.4,0.2,84,14.6,160,22.6,0.455
1664650800,19.4,95,18.5,917.1,0.5,89,14.8,157,22.5,0.455
1664654400,19.2,95,18.4,916.4,0.5,93,14.5,161,22.5,0.456
1664658000,19.1,96,18.4,915.6,0.2,95,14.2,164,22.4,0.457
1664661600,19,96,18.3,915.1,0,100,12.3,159,22.3,0.457
1664665200,18.9,96,18.2,914.7,0,100,12.1,163,22.2,0.458
1664668800,18.8,96,18.1,915.3,0,100,11.5,166,22.2,0.458
1664672400,18.8,96,18.1,915.9,0,100,12.2,166,22.1,0.459
1664676000,19.5,92,18.2,916.9,0,100,16.1,160,22,0.459
1664679600,20.5,86,18.2,917.5,0,100,18.2,153,22,0.459
1664683200,21.6,80,18,917.9,0,100,17.6,145,22,0.459
1664686800,22.9,73,17.9,918.1,0,100,18.9,140,22.1,0.459
1664690400,24.1,68,17.9,918.3,0,100,20.2,139,22.2,0.459
1664694000,24.4,66,17.8,917.1,0,100,19.7,140,22.4,0.458
1664697600,24.4,67,17.9,916.5,0.1,100,19.4,140,22.6,0.458
1664701200,24.2,68,17.9,915.8,0,100,18.6,137,22.7,0.458
1664704800,23.5,72,18.1,914.7,0,100,13.5,132,22.8,0.457
1664708400,23,76,18.4,914.8,0,87,10.7,130,22.9,0.457
1664712000,22.5,79,18.6,915.5,0,83,8.7,135,22.9,0.457
1664715600,22,82,18.7,916.2,0,66,6.8,162,22.9,0.457
1664719200,21.7,84,18.8,916.7,0,60,8.8,168,22.9,0.457
1664722800,21.3,85,18.8,916.8,0,61,9.8,174,22.9,0.457
1664726400,21,86,18.5,917.3,0,62,10.1,174,22.8,0.457
1664730000,20.7,86,18.3,917.6,0,61,10.9,171,22.8,0.457
1664733600,20.5,87,18.3,917.1,0,59,11.2,165,22.7,0.458
1664737200,20.2,89,18.4,917,0,58,11.6,164,22.7,0.458
1664740800,19.7,92,18.4,916.2,0,64,11.2,165,22.6,0.458
1664744400,19.4,94,18.4,915.6,0,48,12,164,22.5,0.458
1664748000,19.2,96,18.5,915.6,0,70,10.9,163,22.4,0.458
1664751600,19,97,18.4,915,0,100,11.2,159,22.3,0.458
1664755200,18.9,97,18.4,915.9,0,98,11.8,157,22.3,0.458
1664758800,18.8,97,18.3,916.1,0,100,12.6,156,22.2,0.458
1664762400,19.7,92,18.3,917.1,0,100,18,151,22.1,0.457
1664766000,21,86,18.5,917.4,0,100,18.3,144,22.1,0.457
1664769600,22.2,81,18.7,917.6,0,100,17.8,137,22.1,0.457
1664773200,23.4,76,18.9,917.7,0.1,80,18,127,22.2,0.457
1664776800,24.5,70,18.6,917.8,0.1,70,17.3,121,22.4,0.456
1664780400,25,65,18,916.8,0.1,75,17.8,122,22.5,0.456
1664784000,25.6,63,18,916.2,0.1,60,17.5,122,22.7,0.455
1664787600,25.6,63,18.1,915.4,0,71,17.6,121,22.9,0.454
1664791200,25.4,64,18.1,915,0.1,59,16.1,117,23.1,0.454
1664794800,25.1,66,18.3,914.6,0.1,52,14,119,23.2,0.453
1664798400,24.3,70,18.5,915.1,0,41,10.3,119,23.3,0.453
1664802000,23.3,74,18.3,915.6,0,38,8.7,128,23.3,0.453
1664805600,22.4,78,18.3,915.8,0,32,8.7,135,23.3,0.453
1664809200,21.8,80,18.2,916.6,0,32,8.2,142,23.3,0.453
1664812800,21.3,83,18.2,917,0,30,7.6,149,23.2,0.453
1664816400,20.8,85,18.2,917.1,0,31,7.2,153,23.1,0.453
1664820000,20.6,87,18.3,916.9,0,32,7.9,156,23.1,0.453
1664823600,19.9,88,17.9,916.5,0,37,9.2,159,23,0.453
1664827200,19.5,91,18,915.8,0,36,10.2,162,22.9,0.453
1664830800,19.1,95,18.2,915.5,0,33,10.4,160,22.8,0.453
1664834400,18.9,96,18.3,915.5,0,32,8.2,157,22.7,0.453
1664838000,18.7,97,18.2,915.6,0,35,8.7,163,22.5,0.453
1664841600,18.6,97,18.2,915.9,0,34,9,164,22.4,0.453
1664845200,18.6,97,18.1,916.5,0,37,9.6,160,22.3,0.453
1664848800,19.7,93,18.5,917.4,0,60,12.4,150,22.3,0.452
1664852400,21.4,85,18.7,917.8,0,34,14.4,143,22.3,0.452
1664856000,23.2,76,18.8,917.9,0.1,37,16.8,135,22.3,0.452
1664859600,24.8,68,18.5,917.6,0.1,63,20,120,22.5,0.451
1664863200,25.6,64,18.3,917.6,0.1,65,20.1,117,22.7,0.45
1664866800,26,63,18.3,916.3,0.1,74,19.3,117,22.9,0.45
1664870400,26.3,62,18.4,916,0.1,72,18.7,115,23.1,0.449
1664874000,26.3,61,18.2,915,0.1,56,17.3,113,23.3,0.448
1664877600,25.9,62,18.1,914.4,0,63,14.9,110,23.5,0.448
1664881200,25.1,67,18.5,914.5,0.2,54,12.3,111,23.7,0.447
1664884800,24.4,69,18.5,914.8,0,52,9.8,114,23.7,0.447
1664888400,23.3,74,18.4,915.4,0,40,7.4,119,23.7,0.447
1664892000,22.4,78,18.4,915.9,0,48,7.1,120,23.7,0.447
1664895600,21.8,81,18.4,916.1,0,42,6.9,129,23.6,0.447
1664899200,21.2,84,18.5,916.8,0,37,6.6,131,23.6,0.447
1664902800,20.7,87,18.5,916.6,0,34,6,147,23.5,0.447
1664906400,20.2,90,18.5,916.3,0,34,5,159,23.4,0.447
1664910000,20,89,18.1,916.1,0,34,5.8,158,23.3,0.447
1664913600,19.7,90,18,915.6,0,32,6.6,158,23.2,0.447
1664917200,19.4,92,18,915,0,33,7.6,161,23,0.447
1664920800,19.2,93,18,915,0,31,9.2,154,22.9,0.447
1664924400,19.1,94,18.1,915.1,0,35,9.8,156,22.8,0.447
1664928000,18.9,96,18.2,915.6,0,52,9.6,160,22.7,0.447
1664931600,18.9,97,18.3,915.9,0,95,10,159,22.6,0.447
1664935200,20,92,18.7,917.1,0,100,15,153,22.5,0.447
1664938800,21.8,82,18.7,917.4,0,84,16.2,143,22.5,0.446
1664942400,23.3,75,18.7,917.8,0,76,17.1,132,22.6,0.446
1664946000,24.5,70,18.7,917.6,0.2,57,16.9,124,22.7,0.445
1664949600,25.3,67,18.7,917.3,0.3,72,16.3,121,22.9,0.445
1664953200,25.9,63,18.4,916.3,0.2,67,15.4,123,23.1,0.444
1664956800,26.2,63,18.5,915.5,0,54,13.5,124,23.3,0.444
1664960400,26.3,63,18.7,914.9,0,55,11.9,125,23.5,0.443
1664964000,25.8,65,18.7,913.7,0,56,8.7,138,23.7,0.442
1664967600,25.5,65,18.5,913.3,0,53,6.6,158,23.8,0.442
1664971200,24.5,72,19.1,914,0,58,6.1,177,23.9,0.442
1664974800,23.5,76,19.1,914.7,0,55,5.8,173,23.9,0.442
1664978400,22.7,80,19,915.6,0,71,5.4,176,23.9,0.442
1664982000,22,84,19.1,916.2,0,58,5.5,191,23.8,0.442
1664985600,21.4,87,19.1,916.6,0.1,78,7,192,23.8,0.442
1664989200,20.9,89,19,917.3,0.1,100,5.9,194,23.7,0.442
1664992800,20.6,91,19,916.3,0.2,87,5.5,212,23.6,0.442
1664996400,20,95,19.1,916,0.2,83,6.1,208,23.5,0.442
1665000000,19.8,96,19.1,914.9,0.1,82,6,197,23.4,0.442
1665003600,19.7,96,19.1,914.3,0.2,83,7,192,23.3,0.442
1665007200,19.6,97,19.1,913.9,0.2,77,9,182,23.2,0.442
1665010800,19.5,97,19,914,0.2,89,9.8,186,23.1,0.442
1665014400,19.5,98,19.1,914.2,0.4,74,10.3,192,23,0.442
1665018000,19.6,98,19.2,915.1,0.2,72,10.7,194,22.9,0.442
1665021600,20.1,96,19.4,915.8,0.3,88,14.6,189,22.8,0.442
1665025200,20.9,92,19.5,916.8,0.1,84,16.6,182,22.8,0.442
1665028800,22.2,88,20.1,916.8,0,61,16.6,178,22.8,0.442
1665032400,23.1,85,20.5,916.7,0.1,85,16.3,175,22.9,0.442
1665036000,23.8,83,20.7,916.4,0.1,74,14.8,181,23,0.442
1665039600,25.7,68,19.4,915.4,0,100,14.4,180,23.2,0.441
1665043200,24.6,71,19,915.1,0.4,100,14,179,23.4,0.441
1665046800,23.1,78,19.2,914.3,0.9,93,12.5,192,23.5,0.441
1665050400,22.6,81,19.1,913.5,0.4,91,12.3,212,23.6,0.441
1665054000,21.7,87,19.5,913.2,0.7,98,11.4,208,23.7,0.442
1665057600,20.9,92,19.6,913.9,0.6,92,11.3,197,23.7,0.442
1665061200,20.3,93,19.2,914.7,0.3,91,10.1,186,23.6,0.443
1665064800,20.2,93,19,915.3,0.1,82,9,185,23.5,0.444
1665068400,19.9,93,18.8,915.9,0,55,8,188,23.4,0.444
1665072000,19.6,95,18.7,917,0,58,7,201,23.3,0.445
1665075600,19.4,95,18.6,917,0,65,7.2,207,23.2,0.445
1665079200,19.3,96,18.6,917.1,0,78,8.4,205,23.1,0.446
1665082800,19.2,95,18.4,916.1,0.5,44,8.8,199,23,0.446
1665086400,18.9,96,18.2,915.3,0.3,61,7.9,196,22.9,0.447
1665090000,18.4,97,17.9,914.4,0,77,7.7,191,22.8,0.447
1665093600,18.3,97,17.8,914.2,0,42,7.8,193,22.6,0.448
1665097200,18.1,97,17.7,914.2,0,41,7.5,197,22.5,0.448
1665100800,17.8,98,17.5,914.8,0,41,7.1,204,22.4,0.449
1665104400,17.7,98,17.3,915.9,0,72,7.1,210,22.3,0.449
1665108000,18.8,94,17.9,916.9,0,87,8.4,205,22.2,0.45
1665111600,20.6,85,18.1,917.7,0,74,9.6,200,22.2,0.45
1665115200,22.5,76,18,917.9,0,59,10.6,190,22.3,0.45
1665118800,24,68,17.8,918,0,25,11.5,184,22.5,0.449
1665122400,24.9,62,17.2,917.5,0.1,32,11.9,185,22.7,0.449
1665126000,25.5,60,17.1,916.7,0,42,11.6,185,23,0.448
1665129600,25.7,58,16.8,915.8,0,40,11.7,189,23.2,0.447
1665133200,25.7,57,16.6,915.2,0,59,12.3,187,23.4,0.447
1665136800,25.7,56,16.3,914.5,0,62,11.3,187,23.6,0.446
1665140400,25.3,57,16.3,914.8,0,73,9.3,196,23.7,0.446
1665144000,24.4,63,16.9,915.1,0,67,5.6,220,23.8,0.445
1665147600,23.2,68,16.9,915.6,0,53,5.4,233,23.8,0.445
1665151200,22.2,73,17,916.2,0,50,6.3,239,23.8,0.445
1665154800,21.3,81,17.8,916.8,0,57,7.3,237,23.7,0.445
1665158400,20.5,81,17.1,917.6,0,68,7.7,229,23.6,0.446
1665162000,20.2,78,16.3,917.8,0,59,7.3,200,23.5,0.446
1665165600,19.7,80,16.2,917.6,0,60,6.2,187,23.4,0.446
1665169200,19.8,81,16.4,917.2,0,66,6.9,186,23.3,0.446
1665172800,19.1,85,16.5,916.8,0,38,6.8,183,23.1,0.446
1665176400,18.6,88,16.6,915.7,0,20,6.2,173,23,0.446
1665180000,18.1,92,16.8,915.6,0,22,5.7,162,22.8,0.446
1665183600,17.6,95,16.8,915.3,0,23,5.6,153,22.7,0.446
1665187200,17.4,96,16.8,916.4,0,32,5.2,146,22.5,0.446
1665190800,17.2,97,16.7,916.8,0,38,5.2,146,22.4,0.446
1665194400,18.9,92,17.6,918.4,0,41,5.2,146,22.3,0.446
1665198000,20.8,83,17.9,919,0,36,4.4,145,22.3,0.446
1665201600,22.6,75,18,919.4,0,35,4.6,141,22.4,0.445
1665205200,23.8,69,17.8,919.4,0,41,5.4,132,22.6,0.444
1665208800,24.8,64,17.5,919,0,56,5.6,135,22.8,0.444
1665212400,25.8,59,17.2,918.1,0,49,5.1,135,23.1,0.443
1665216000,26.1,56,16.8,917.4,0,46,5.6,130,23.4,0.442
1665219600,26.1,55,16.4,916.3,0,46,6.5,124,23.6,0.441
1665223200,25.9,56,16.3,915.5,0,59,7.9,137,23.8,0.44
1665226800,25.3,59,16.7,915.1,0,79,6.2,126,23.9,0.44
1665230400,24.5,64,17.3,916,0,85,3.3,84,24,0.44
1665234000,23.4,70,17.7,916.6,0,96,3.8,49,24,0.44
1665237600,22.6,76,18.1,917.2,0,96,4.3,5,24,0.44
1665241200,21.9,81,18.5,917.8,0,91,5,360,24,0.44
1665244800,21.6,83,18.7,918.3,0,85,4.7,4,23.9,0.44
1665248400,21.4,85,18.8,918.1,0,83,4.3,360,23.8,0.44
1665252000,21.1,88,19,917.5,0,78,4.4,9,23.7,0.44
1665255600,20.7,93,19.5,917.1,0,71,3.3,6,23.7,0.44
1665259200,20.4,95,19.6,916.6,0,68,2.7,23,23.6,0.439
1665262800,20.3,97,19.8,916,0,71,1.8,53,23.5,0.439
1665266400,20.3,97,19.7,916,0,60,2,45,23.4,0.439
1665270000,20.2,96,19.5,916,0,70,3.1,126,23.3,0.439
1665273600,19.8,97,19.3,916.6,0,77,3.8,139,23.2,0.439
1665277200,19.8,96,19.2,917.3,0,100,4.9,144,23.1,0.439
1665280800,20.8,91,19.3,918.6,0,100,5.4,132,23.1,0.439
1665284400,22.1,82,19,919.1,0,86,6.8,115,23.1,0.439
1665288000,23.3,75,18.7,919.6,0.2,100,7.2,108,23.1,0.439
1665291600,24.2,74,19.2,919.2,0,100,6.9,96,23.3,0.438
1665295200,24.7,71,19.1,919.1,0.1,100,6.3,103,23.4,0.438
1665298800,24.5,72,19.1,917.5,0,100,4.6,129,23.5,0.438
1665302400,25.2,70,19.2,917,0.1,100,5.2,102,23.7,0.437
1665306000,24.8,72,19.3,916.4,0.4,81,7.4,113,23.8,0.437
1665309600,23.8,77,19.5,915.8,5.1,100,9.1,99,23.9,0.437
1665313200,22.2,88,20.2,915.5,4.3,94,8.6,88,24,0.441
1665316800,21.5,92,20.2,915.8,1.8,65,7.6,90,23.9,0.477
1665320400,21.2,93,20,917.4,1.5,75,5.1,82,23.9,0.477
1665324000,20.6,95,19.7,917.7,0.9,100,6.1,62,23.8,0.477
1665327600,20.4,96,19.8,918.4,0.6,83,6.2,54,23.8,0.477
1665331200,20.4,96,19.8,918.9,0.5,84,6,57,23.7,0.477
1665334800,20.2,97,19.7,918.7,0.3,69,5.6,45,23.6,0.477
1665338400,19.9,97,19.5,918.6,0.5,76,3.8,41,23.5,0.477
1665342000,19.7,97,19.2,918.2,0.2,84,3.1,36,23.4,0.478
1665345600,19.4,98,19.1,917.7,0.3,96,3.1,21,23.3,0.478
1665349200,19.2,99,19,917.2,0.2,100,2.6,16,23.2,0.479
1665352800,19.3,98,19.1,917.2,0.4,100,4.2,59,23.1,0.479
1665356400,19.4,98,19.1,917.3,0.3,100,4,85,23,0.48
1665360000,19.5,97,19.1,918,0.2,87,4,85,22.9,0.481
1665363600,19.4,98,19.1,918.3,0.1,55,4.8,77,22.8,0.482
1665367200,20.1,94,19.2,919.1,0,59,4.4,55,22.8,0.483
1665370800,21.5,86,19.2,919.8,0,86,6.7,36,22.7,0.483
1665374400,22.8,81,19.4,920.1,0,100,7.1,30,22.8,0.483
1665378000,24.3,74,19.4,919.8,0.2,100,7.1,24,22.9,0.483
1665381600,25.3,72,20,920,0.1,100,7.2,18,23.1,0.482
